0.0042455383, 8.940697E-6
0.004050148, 8.225441E-6
0.0015726582, 1.1920929E-6
-6.5944315E-4, 2.3841858E-7
0.0019444901, 1.9073486E-6
-9.095227E-4, 3.5762787E-7
4.875135E-4, 1.1920929E-7
0.0046016863, 1.0609627E-5
-0.0026941027, 3.5762787E-6
0.0019812365, 1.9073486E-6
3.9619146E-4, 0.0
-0.0029613816, 4.4107437E-6
-0.002580985, 3.33786E-6
-0.004980873, 1.2397766E-5
0.004401972, 9.655952E-6
-0.0020069075, 2.026558E-6
7.542098E-4, 2.3841858E-7
0.003718287, 6.914139E-6
-0.00126898, 8.34465E-7
-2.0988943E-4, 0.0
-0.0017311161, 1.4305115E-6
9.789754E-4, 4.7683716E-7
0.00414597, 8.583069E-6
-1.792048E-4, 0.0
-0.0039050144, 7.6293945E-6
-0.0038249907, 7.2717667E-6
-0.0041544507, 8.583069E-6
-9.8179815E-5, 0.0
2.991292E-4, 0.0
-0.0022508686, 2.503395E-6
0.00199457, 1.9073486E-6
-0.004400777, 9.655952E-6
-0.0032838795, 5.364418E-6
-0.0035691287, 6.3180923E-6
0.0011946819, 7.1525574E-7
0.0026360413, 3.4570694E-6
-8.210569E-4, 3.5762787E-7
-0.0049706507, 1.2278557E-5
0.0021847337, 2.3841858E-6
-0.0047526336, 1.1205673E-5
-0.0023969645, 2.861023E-6
-9.612868E-5, 0.0
0.0048506623, 1.168251E-5
0.004403029, 9.655952E-6
0.0033299453, 5.4836273E-6
-0.0013219521, 8.34465E-7
2.283085E-4, 0.0
0.0021873, 2.3841858E-6
0.002895218, 4.172325E-6
-0.0014614359, 1.0728836E-6
-0.0014014121, 9.536743E-7
0.002306601, 2.6226044E-6
0.002957642, 4.2915344E-6
-4.523855E-4, 1.1920929E-7
-9.970387E-4, 4.7683716E-7
-0.0043096174, 9.298325E-6
-0.0014882636, 1.0728836E-6
-0.0022015881, 2.3841858E-6
5.48159E-4, 1.1920929E-7
0.0044569536, 9.894371E-6
0.0037026342, 6.7949295E-6
0.0039560646, 7.748604E-6
-0.0042773667, 9.059906E-6
-0.0028648, 4.053116E-6
-4.2771653E-4, 1.1920929E-7
0.0037515166, 7.033348E-6
-0.0013867717, 9.536743E-7
0.0029647506, 4.4107437E-6
-0.0041118595, 8.46386E-6
-0.0016658832, 1.3113022E-6
-0.003610928, 6.4373016E-6
0.0033413172, 5.6028366E-6
0.0048403186, 1.168251E-5
0.0040388014, 8.106232E-6
7.107071E-4, 2.3841858E-7
0.004030548, 8.106232E-6
0.0028403946, 4.053116E-6
0.0030867404, 4.7683716E-6
-0.003173996, 5.00679E-6
0.0026428946, 3.4570694E-6
0.0029148639, 4.172325E-6
-9.863029E-4, 4.7683716E-7
0.0020303964, 2.026558E-6
0.0020436216, 2.026558E-6
0.004258483, 9.059906E-6
0.0032082505, 5.1259995E-6
0.0018975158, 1.7881393E-6
0.0018662369, 1.66893E-6
-0.002602479, 3.33786E-6
0.0018424031, 1.66893E-6
0.0022273033, 2.503395E-6
-0.0028957473, 4.172325E-6
0.0031101834, 4.7683716E-6
-0.004309999, 9.298325E-6
-0.0029878041, 4.4107437E-6
0.0048753354, 1.180172E-5
7.6127076E-4, 2.3841858E-7
-0.0011462187, 5.9604645E-7
-0.0021119956, 2.1457672E-6
-0.0021164597, 2.2649765E-6
